,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
347,-122.17,37.75,43,1587,320.0,907,306,1.9821,NEAR BAY,98300
348,-122.17,37.75,41,1257,271.0,828,230,2.5043,NEAR BAY,92300
349,-122.17,37.75,44,1218,248.0,763,254,2.3281,NEAR BAY,88800
350,-122.17,37.75,48,1751,390.0,935,349,1.4375,NEAR BAY,90000
351,-122.16,37.76,45,2299,514.0,1437,484,2.5122,NEAR BAY,95500
352,-122.16,37.75,38,2457,624.0,1516,482,1.5625,NEAR BAY,91700
353,-122.17,37.75,47,998,211.0,597,185,3.1587,NEAR BAY,100400
354,-122.17,37.76,40,1685,343.0,949,342,1.8426,NEAR BAY,94800
355,-122.16,37.76,46,1827,307.0,881,302,4.6696,NEAR BAY,164300
356,-122.16,37.76,36,2781,574.0,1438,519,2.4598,NEAR BAY,155500
357,-122.15,37.76,39,1823,286.0,763,270,6.0749,NEAR BAY,196900
358,-122.14,37.77,27,2229,365.0,1297,355,4.8304,NEAR BAY,279100
359,-122.14,37.76,34,1513,231.0,545,211,5.5701,NEAR BAY,252800
360,-122.13,37.76,26,3266,491.0,1222,533,5.37,NEAR BAY,275400
361,-122.12,37.75,33,1809,261.0,808,219,6.86,NEAR BAY,250000
362,-122.12,37.75,28,794,111.0,329,109,7.6923,NEAR BAY,329800
363,-122.14,37.75,36,690,105.0,299,109,4.0313,NEAR BAY,195500
364,-122.14,37.75,33,1334,200.0,579,202,6.8323,NEAR BAY,255900
365,-122.13,37.75,30,414,54.0,137,50,4.975,NEAR BAY,311100
366,-122.13,37.75,36,768,93.0,229,93,5.3602,NEAR BAY,330000
367,-122.13,37.74,41,4400,666.0,1476,648,5.0,NEAR BAY,248900
368,-122.16,37.75,46,954,161.0,429,154,2.925,NEAR BAY,142900
369,-122.15,37.75,40,1445,256.0,849,255,3.8913,NEAR BAY,126300
370,-122.15,37.75,44,1938,399.0,946,331,3.225,NEAR BAY,135800
371,-122.15,37.74,41,856,178.0,571,191,3.1458,NEAR BAY,130600
372,-122.16,37.75,24,1790,454.0,1137,386,2.537,NEAR BAY,107900
373,-122.16,37.75,44,617,131.0,378,135,2.5568,NEAR BAY,111100
374,-122.15,37.74,43,1383,275.0,853,272,3.5083,NEAR BAY,122000
375,-122.15,37.74,49,1325,277.0,764,282,3.3125,NEAR BAY,118000
376,-122.16,37.75,40,1227,294.0,928,261,1.8235,NEAR BAY,95200
377,-122.16,37.75,35,667,140.0,406,133,3.8047,NEAR BAY,94300
378,-122.17,37.74,34,1223,281.0,824,280,2.2917,NEAR BAY,92500
379,-122.17,37.75,37,1379,287.0,835,259,2.4962,NEAR BAY,91800
380,-122.16,37.74,43,1534,300.0,826,295,4.0417,NEAR BAY,109400
381,-122.16,37.74,46,1029,181.0,567,211,3.4844,NEAR BAY,129500
382,-122.16,37.74,52,771,147.0,355,144,4.1458,NEAR BAY,143400
383,-122.16,37.74,47,824,223.0,533,166,2.625,NEAR BAY,98200
384,-122.16,37.74,44,1097,239.0,609,215,2.0227,NEAR BAY,103100
385,-122.29,37.9,49,1283,238.0,576,236,3.3333,NEAR BAY,276800
386,-122.29,37.9,52,1604,263.0,594,286,5.338,NEAR BAY,270900
387,-122.29,37.89,52,2248,422.0,870,377,3.4732,NEAR BAY,246200
388,-122.3,37.9,38,2263,522.0,1027,509,3.5125,NEAR BAY,224200
389,-122.29,37.89,52,1571,349.0,693,326,3.1375,NEAR BAY,229100
390,-122.3,37.89,46,1520,402.0,815,375,2.8036,NEAR BAY,211600
391,-122.3,37.9,15,5083,1212.0,2420,1146,4.5824,NEAR BAY,256100
392,-122.3,37.89,36,1077,293.0,518,276,3.0208,NEAR BAY,206300
393,-122.3,37.89,52,1248,283.0,620,275,4.0875,NEAR BAY,221300
394,-122.33,37.89,42,1342,291.0,551,266,4.5268,NEAR BAY,207400
395,-122.34,37.88,37,3061,930.0,2556,924,1.7375,NEAR BAY,350000
396,-122.29,37.89,52,3171,698.0,1498,696,3.1795,NEAR BAY,218200
397,-122.29,37.88,50,1211,261.0,523,227,3.8672,NEAR BAY,216700
398,-122.29,37.89,52,979,175.0,374,153,5.1675,NEAR BAY,270600
399,-122.29,37.89,52,2269,380.0,1004,371,5.1696,NEAR BAY,261400
400,-122.28,37.88,52,1844,332.0,769,334,4.2614,NEAR BAY,261300
401,-122.29,37.89,52,2178,421.0,940,423,5.0551,NEAR BAY,232200
402,-122.27,37.9,42,1650,274.0,645,256,5.6228,NEAR BAY,375400
403,-122.26,37.9,52,1927,279.0,705,288,7.8864,NEAR BAY,357300
404,-122.27,37.9,52,2079,273.0,684,275,7.9556,NEAR BAY,374400
405,-122.27,37.9,52,1803,240.0,572,236,6.174,NEAR BAY,358800
406,-122.27,37.9,52,2041,270.0,671,253,6.9414,NEAR BAY,417500
407,-122.27,37.89,52,3046,373.0,975,365,8.8342,NEAR BAY,430500
408,-122.28,37.9,52,2318,328.0,779,312,7.1754,NEAR BAY,362900
409,-122.28,37.9,52,2003,250.0,658,244,10.0825,NEAR BAY,397000
410,-122.28,37.9,52,2261,328.0,819,335,4.9083,NEAR BAY,346800
411,-122.28,37.89,52,1225,169.0,412,168,5.7912,NEAR BAY,327100
412,-122.28,37.89,52,2315,408.0,835,369,4.5893,NEAR BAY,290100
413,-122.28,37.89,52,2070,329.0,722,306,5.4171,NEAR BAY,292000
414,-122.28,37.89,52,2616,473.0,1085,487,4.125,NEAR BAY,270900
415,-122.27,37.89,52,2640,366.0,973,355,7.266,NEAR BAY,371100
416,-122.27,37.89,52,1978,293.0,723,272,5.3989,NEAR BAY,335600
417,-122.26,37.9,37,2220,335.0,903,362,7.8336,NEAR BAY,371300
418,-122.25,37.89,41,1125,195.0,356,181,6.1593,NEAR BAY,344000
419,-122.26,37.89,52,3078,494.0,1005,462,6.381,NEAR BAY,342200
420,-122.26,37.89,52,3706,531.0,1205,504,6.6828,NEAR BAY,370900
421,-122.25,37.89,37,3000,457.0,987,450,7.5385,NEAR BAY,350000
422,-122.25,37.89,42,2863,460.0,1031,448,6.7138,NEAR BAY,368600
423,-122.26,37.88,52,2551,417.0,894,404,6.2425,NEAR BAY,391800
424,-122.26,37.88,52,2255,410.0,823,377,5.7979,NEAR BAY,415300
425,-122.27,37.88,52,3360,648.0,1232,621,4.2813,NEAR BAY,284900
426,-122.27,37.88,52,1693,391.0,669,367,3.5417,NEAR BAY,287500
427,-122.27,37.88,44,2252,592.0,989,550,3.0132,NEAR BAY,272900
428,-122.28,37.88,52,2495,491.0,1058,464,4.1429,NEAR BAY,259600
429,-122.28,37.88,52,1193,200.0,506,207,4.1912,NEAR BAY,254500
430,-122.28,37.88,52,1172,215.0,489,218,3.9167,NEAR BAY,235600
431,-122.29,37.88,52,2159,424.0,824,388,3.8897,NEAR BAY,218400
432,-122.29,37.88,48,2365,490.0,1034,475,3.1065,NEAR BAY,229200
433,-122.29,37.88,46,1895,442.0,920,425,2.9926,NEAR BAY,192100
434,-122.29,37.88,52,1650,395.0,841,380,3.556,NEAR BAY,179300
435,-122.3,37.88,45,453,146.0,749,137,1.475,NEAR BAY,187500
436,-122.3,37.88,52,409,97.0,208,98,1.6971,NEAR BAY,138800
437,-122.3,37.87,10,503,118.0,228,100,2.1705,NEAR BAY,150000
438,-122.3,37.86,50,499,127.0,287,128,2.75,NEAR BAY,140600
439,-122.29,37.85,52,477,119.0,218,106,2.5682,NEAR BAY,120000
440,-122.3,37.88,46,1647,376.0,854,355,2.9,NEAR BAY,144800
441,-122.3,37.87,52,3123,749.0,1695,684,2.2208,NEAR BAY,144800
442,-122.28,37.88,52,957,188.0,403,172,3.2344,NEAR BAY,245500
443,-122.28,37.87,52,589,132.0,288,131,3.5156,NEAR BAY,200000
444,-122.28,37.87,49,2026,548.0,963,521,1.9805,NEAR BAY,173700
445,-122.29,37.87,50,1829,536.0,1129,516,2.6684,NEAR BAY,185600
446,-122.29,37.87,52,895,198.0,386,204,3.875,NEAR BAY,182600
447,-122.28,37.88,52,1909,416.0,811,406,3.006,NEAR BAY,227900
448,-122.28,37.87,46,3022,696.0,1293,675,2.543,NEAR BAY,220700
449,-122.28,37.87,46,1777,446.0,805,431,2.8676,NEAR BAY,212000
450,-122.27,37.88,52,2803,930.0,1372,876,2.1907,NEAR BAY,271400
451,-122.27,37.87,30,1465,439.0,862,425,1.7778,NEAR BAY,268800
452,-122.27,37.88,37,2619,682.0,1152,616,2.52,NEAR BAY,277800
453,-122.26,37.88,52,1149,255.0,483,249,4.2788,NEAR BAY,332500
454,-122.26,37.88,52,2363,604.0,1558,573,2.944,NEAR BAY,338900
455,-122.26,37.88,52,2604,837.0,1798,769,1.725,NEAR BAY,287500
456,-122.25,37.87,41,685,141.0,266,123,5.2289,NEAR BAY,384600
457,-122.25,37.87,42,1756,465.0,2184,422,2.5562,NEAR BAY,371400
458,-122.25,37.87,52,1204,460.0,2016,477,0.949,NEAR BAY,350000
459,-122.25,37.87,52,609,236.0,1349,250,1.1696,NEAR BAY,500001
460,-122.26,37.87,52,1087,371.0,3337,350,1.4012,NEAR BAY,175000
461,-122.26,37.87,52,2773,998.0,1721,949,1.1859,NEAR BAY,241700
462,-122.27,37.87,35,3218,1108.0,1675,1000,1.7464,NEAR BAY,216700
463,-122.27,37.87,49,1350,368.0,707,350,2.8846,NEAR BAY,211300
464,-122.27,37.87,52,3084,698.0,1424,694,2.7372,NEAR BAY,210200
465,-122.28,37.86,52,938,195.0,393,189,3.8594,NEAR BAY,196400
466,-122.28,37.87,52,1813,353.0,828,339,3.5625,NEAR BAY,191700
467,-122.28,37.87,52,1233,300.0,571,292,2.2788,NEAR BAY,182300
468,-122.29,37.87,44,2539,755.0,1382,713,2.537,NEAR BAY,175000
469,-122.29,37.87,46,1267,324.0,792,321,2.525,NEAR BAY,165900
470,-122.29,37.86,52,1665,404.0,815,372,1.9946,NEAR BAY,156900
471,-122.28,37.86,52,1659,367.0,788,346,2.8214,NEAR BAY,164300
472,-122.29,37.87,52,2225,460.0,1145,430,2.6165,NEAR BAY,150000
473,-122.29,37.86,50,2485,607.0,1354,563,1.9483,NEAR BAY,150500
474,-122.28,37.86,52,2031,450.0,958,445,1.9327,NEAR BAY,169900
475,-122.28,37.86,49,2932,668.0,1361,608,1.9798,NEAR BAY,147400
476,-122.28,37.85,52,2246,472.0,1005,449,2.4167,NEAR BAY,152700
477,-122.27,37.86,49,2052,435.0,924,414,2.5417,NEAR BAY,182700
478,-122.28,37.86,52,1999,417.0,780,358,3.3906,NEAR BAY,179300
479,-122.28,37.86,52,3007,691.0,1582,636,2.5652,NEAR BAY,157700
480,-122.28,37.86,41,2214,550.0,1213,568,2.2845,NEAR BAY,153100
481,-122.27,37.86,52,1088,305.0,486,267,2.6071,NEAR BAY,250000
482,-122.27,37.86,52,834,186.0,494,175,3.15,NEAR BAY,206300
483,-122.27,37.86,52,1769,372.0,849,365,2.6914,NEAR BAY,218800
484,-122.27,37.86,52,2307,583.0,1127,548,1.8447,NEAR BAY,198200
485,-122.26,37.86,35,5161,1744.0,3276,1742,1.6307,NEAR BAY,253600
486,-122.26,37.86,52,3497,832.0,1493,794,2.9044,NEAR BAY,257400
487,-122.26,37.86,52,3774,744.0,1461,679,2.9405,NEAR BAY,289500
488,-122.26,37.86,52,2888,604.0,1253,538,3.3893,NEAR BAY,241700
489,-122.25,37.86,48,2153,517.0,1656,459,3.0417,NEAR BAY,489600
490,-122.25,37.86,52,1389,191.0,514,202,7.0897,NEAR BAY,446200
491,-122.25,37.86,52,1709,318.0,719,295,5.0463,NEAR BAY,456300
492,-122.25,37.86,52,1587,444.0,878,449,1.7652,NEAR BAY,336800
493,-122.24,37.86,52,1668,225.0,517,214,7.8521,NEAR BAY,500001
494,-122.24,37.85,52,3726,474.0,1366,496,9.3959,NEAR BAY,500001
495,-122.25,37.86,52,4048,663.0,1316,590,5.3794,NEAR BAY,376900
496,-122.26,37.85,52,3618,768.0,1508,755,3.2619,NEAR BAY,309600
497,-122.27,37.85,52,4076,920.0,1800,815,2.7054,NEAR BAY,182300
498,-122.27,37.85,47,2077,400.0,719,326,2.2431,NEAR BAY,172700
499,-122.27,37.85,50,1279,300.0,675,255,1.9028,NEAR BAY,150800
500,-122.27,37.85,52,1974,426.0,875,363,1.5817,NEAR BAY,153600
501,-122.27,37.85,52,335,83.0,152,77,2.2841,NEAR BAY,106300
502,-122.27,37.85,47,1375,307.0,843,319,1.3785,NEAR BAY,142300
503,-122.28,37.85,52,610,145.0,281,132,2.9018,NEAR BAY,119400
504,-122.28,37.85,44,1025,198.0,506,204,1.73,NEAR BAY,147900
505,-122.28,37.85,48,2063,484.0,1054,466,2.2625,NEAR BAY,132900
506,-122.29,37.84,35,1872,419.0,1017,414,2.2106,NEAR BAY,132500
507,-122.28,37.83,52,3108,813.0,1623,765,2.6997,NEAR BAY,126900
508,-122.3,37.84,14,7355,2408.0,3100,2051,4.0018,NEAR BAY,143800
509,-122.23,37.83,52,2990,379.0,947,361,7.8772,NEAR BAY,500001
510,-122.22,37.82,39,2492,310.0,808,315,11.8603,NEAR BAY,500001
511,-122.22,37.82,42,2991,335.0,1018,335,13.499,NEAR BAY,500001
512,-122.23,37.82,52,3242,366.0,1001,352,12.2138,NEAR BAY,500001
513,-122.23,37.82,52,3051,381.0,1005,369,8.1872,NEAR BAY,466100
514,-122.23,37.82,52,3494,396.0,1192,383,12.3804,NEAR BAY,500001
515,-122.24,37.83,52,1757,246.0,585,227,5.8948,NEAR BAY,457800
516,-122.24,37.83,52,2449,312.0,916,316,8.1194,NEAR BAY,471600
517,-122.23,37.82,52,1611,203.0,556,179,8.7477,NEAR BAY,500001
518,-122.24,37.82,52,3665,517.0,1470,520,6.155,NEAR BAY,398600
519,-122.25,37.82,52,2474,403.0,1104,398,5.883,NEAR BAY,340700
520,-122.23,37.76,52,3037,516.0,1242,518,5.2128,NEAR BAY,289900
521,-122.23,37.76,52,2269,323.0,805,321,4.7188,NEAR BAY,335300
522,-122.23,37.76,52,1316,177.0,378,162,5.2915,NEAR BAY,333000
523,-122.24,37.77,52,1153,235.0,481,223,2.6411,NEAR BAY,241000
524,-122.23,37.77,52,772,179.0,409,160,3.3214,NEAR BAY,189600
525,-122.24,37.77,52,1711,386.0,885,373,3.6417,NEAR BAY,206300
526,-122.25,37.77,52,2650,566.0,1468,567,3.0161,NEAR BAY,215700
527,-122.25,37.77,52,1038,220.0,482,215,3.1771,NEAR BAY,210200
528,-122.25,37.77,52,1527,320.0,825,264,3.4531,NEAR BAY,208800
529,-122.25,37.77,52,859,157.0,429,158,4.3098,NEAR BAY,197900
530,-122.26,37.78,52,970,217.0,528,208,3.3438,NEAR BAY,201300
531,-122.26,37.78,52,1045,239.0,496,216,2.9213,NEAR BAY,190800
532,-122.27,37.78,52,1408,280.0,718,265,2.6806,NEAR BAY,207900
533,-122.27,37.78,52,1222,264.0,630,265,3.7708,NEAR BAY,215300
534,-122.27,37.78,45,1169,263.0,723,286,3.9444,NEAR BAY,212900
535,-122.27,37.78,13,2020,535.0,959,486,5.2601,NEAR BAY,292700
536,-122.28,37.79,30,4145,869.0,3668,855,2.5444,NEAR BAY,275000
537,-122.3,37.77,42,2038,368.0,2037,355,2.6447,NEAR BAY,200000
538,-122.28,37.78,29,5154,,3741,1273,2.5762,NEAR BAY,173400
539,-122.29,37.78,42,1241,309.0,821,300,1.9427,NEAR BAY,102200
540,-122.28,37.77,52,1468,363.0,870,347,2.9688,NEAR BAY,220800
541,-122.28,37.77,27,3997,1073.0,1901,966,3.75,NEAR BAY,242800
542,-122.29,37.76,18,2873,763.0,1243,663,5.1702,NEAR BAY,265400
543,-122.28,37.78,50,1487,306.0,730,327,2.5139,NEAR BAY,219000
544,-122.26,37.77,52,1670,350.0,793,299,2.9732,NEAR BAY,282100
545,-122.27,37.77,52,2252,388.0,1033,434,5.5337,NEAR BAY,372000
546,-122.27,37.77,52,1731,377.0,872,363,4.1667,NEAR BAY,225800
547,-122.27,37.77,52,1710,481.0,849,457,2.7115,NEAR BAY,220800
548,-122.27,37.77,52,2388,559.0,1121,518,3.3269,NEAR BAY,234500
549,-122.25,37.77,52,2156,458.0,872,445,3.2685,NEAR BAY,254200
550,-122.26,37.77,52,1565,315.0,637,297,4.7778,NEAR BAY,351800
551,-122.26,37.77,52,1704,371.0,663,340,4.226,NEAR BAY,275000
552,-122.26,37.77,52,1210,168.0,411,172,3.3571,NEAR BAY,405400
553,-122.26,37.77,52,2097,444.0,915,413,2.9899,NEAR BAY,228100
554,-122.26,37.77,52,1848,479.0,921,477,2.875,NEAR BAY,234000
555,-122.24,37.77,43,955,284.0,585,266,2.3882,NEAR BAY,162500
556,-122.25,37.77,43,4329,1110.0,2086,1053,2.975,NEAR BAY,243400
557,-122.23,37.76,52,3011,542.0,1303,535,5.1039,NEAR BAY,273800
558,-122.23,37.76,52,1049,185.0,374,176,4.1458,NEAR BAY,248500
559,-122.24,37.76,52,2504,516.0,979,472,3.4762,NEAR BAY,244000
560,-122.24,37.76,52,1846,471.0,827,446,2.6833,NEAR BAY,240900
561,-122.23,37.76,52,1705,246.0,658,253,5.75,NEAR BAY,306300
562,-122.23,37.75,50,1542,289.0,654,268,3.9632,NEAR BAY,240000
563,-122.24,37.75,45,891,,384,146,4.9489,NEAR BAY,247100
564,-122.24,37.75,27,4051,753.0,1499,797,4.8711,NEAR BAY,286600
565,-122.24,37.76,52,2646,581.0,1128,522,3.0718,NEAR BAY,266700
566,-122.24,37.76,49,2428,525.0,1110,492,3.6719,NEAR BAY,229800
567,-122.24,37.76,52,2567,436.0,1119,415,4.6094,NEAR BAY,229300
568,-122.24,37.73,21,7031,1249.0,2930,1235,4.5213,NEAR BAY,228400
569,-122.25,37.74,25,1914,365.0,897,390,4.4562,NEAR BAY,206200
570,-122.24,37.72,5,18634,2885.0,7427,2718,7.611,NEAR BAY,350700
571,-122.27,37.73,31,5785,1379.0,2973,1312,3.2689,NEAR BAY,231000
572,-122.25,37.76,52,2876,648.0,1340,632,3.567,NEAR BAY,252900
573,-122.27,37.74,28,6909,1554.0,2974,1484,3.6875,NEAR BAY,353900
574,-122.27,37.77,23,5679,1270.0,2690,1151,4.7695,NEAR BAY,291700
575,-122.28,37.75,20,1156,365.0,583,326,3.1972,NEAR BAY,100000
576,-122.06,37.77,12,14316,2045.0,5781,2007,7.2634,NEAR BAY,341600
577,-122.06,37.73,5,3596,467.0,1738,512,7.0568,NEAR BAY,412500
578,-122.06,37.71,36,3541,570.0,1478,529,4.635,NEAR BAY,248600
579,-122.07,37.71,40,1808,302.0,746,270,5.3015,NEAR BAY,254900
580,-122.07,37.71,36,2879,480.0,1235,455,4.9801,NEAR BAY,241500
581,-122.07,37.72,26,3204,477.0,1411,484,5.4834,NEAR BAY,295200
582,-122.08,37.72,31,3866,531.0,1368,521,6.187,NEAR BAY,340400
583,-122.08,37.72,32,2476,368.0,1048,367,5.6194,NEAR BAY,274700
584,-122.08,37.71,35,2211,350.0,1004,365,5.4639,NEAR BAY,238600
585,-122.09,37.71,35,2663,387.0,1086,367,5.1498,NEAR BAY,266400
586,-122.1,37.72,30,2599,366.0,922,350,5.8382,NEAR BAY,330200
587,-122.11,37.71,36,4569,824.0,1950,819,4.65,NEAR BAY,206800
588,-122.1,37.7,25,2973,622.0,1413,595,4.3819,NEAR BAY,209200
589,-122.1,37.69,30,3115,625.0,1444,568,3.7222,NEAR BAY,195800
590,-122.09,37.71,31,1843,282.0,749,269,5.2855,NEAR BAY,253500
591,-122.09,37.7,31,2053,336.0,867,329,4.3375,NEAR BAY,241800
592,-122.1,37.71,27,6740,1073.0,2723,1035,5.2131,NEAR BAY,252500
593,-122.09,37.7,30,1751,269.0,731,263,6.005,NEAR BAY,263900
594,-122.08,37.71,38,1663,295.0,781,301,5.0519,NEAR BAY,227000
595,-122.08,37.71,38,3716,657.0,1784,652,4.8237,NEAR BAY,220900
596,-122.08,37.7,32,2718,447.0,1156,410,5.2497,NEAR BAY,259300
597,-122.07,37.7,39,1420,272.0,645,277,4.125,NEAR BAY,232500
598,-122.06,37.7,37,1893,310.0,821,315,4.6005,NEAR BAY,231600
599,-122.06,37.7,33,3906,790.0,1912,770,3.5187,NEAR BAY,209400
600,-122.07,37.7,32,3400,736.0,1487,694,3.0,NEAR BAY,223200
601,-122.08,37.7,25,3402,758.0,1645,710,3.4934,NEAR BAY,209900
602,-122.09,37.7,33,4413,1107.0,2239,1051,2.9861,NEAR BAY,208200
603,-122.07,37.69,29,2304,618.0,1021,552,2.5362,NEAR BAY,203800
604,-122.08,37.69,36,2350,499.0,1105,467,3.3021,NEAR BAY,195700
605,-122.07,37.69,31,5914,1309.0,2999,1295,3.0964,NEAR BAY,190500
606,-122.08,37.69,43,1575,324.0,740,284,2.8512,NEAR BAY,181000
607,-122.08,37.69,42,1414,274.0,629,244,3.3478,NEAR BAY,184900
608,-122.08,37.68,37,848,202.0,314,205,2.3958,NEAR BAY,190800
609,-122.08,37.68,15,3051,685.0,1479,668,3.5295,NEAR BAY,242200
610,-122.09,37.69,20,4296,817.0,1732,800,4.8036,NEAR BAY,188300
611,-122.15,37.74,52,2898,557.0,1338,550,3.851,NEAR BAY,183500
612,-122.14,37.74,52,1071,201.0,440,192,4.0662,NEAR BAY,204200
613,-122.14,37.73,51,2619,403.0,922,393,4.6042,NEAR BAY,251900
614,-122.15,37.74,49,1494,316.0,611,288,2.2,NEAR BAY,187500
615,-122.16,37.73,52,2260,416.0,994,412,4.1164,NEAR BAY,198200
616,-122.15,37.74,52,1394,223.0,545,230,3.95,NEAR BAY,219000
617,-122.15,37.73,52,1028,129.0,317,143,4.9135,NEAR BAY,275000
618,-122.15,37.73,45,3758,819.0,1573,736,2.8355,NEAR BAY,245400
619,-122.17,37.73,46,2163,470.0,925,435,3.25,NEAR BAY,177500
620,-122.16,37.73,49,1699,408.0,768,385,2.8301,NEAR BAY,171600
621,-122.17,37.73,52,1555,289.0,620,292,3.7159,NEAR BAY,183300
622,-122.16,37.73,52,1114,206.0,425,207,2.5625,NEAR BAY,175000
623,-122.18,37.72,45,1498,313.0,1003,305,3.8047,NEAR BAY,156700
624,-122.18,37.71,45,726,147.0,519,135,3.375,NEAR BAY,157500
625,-122.17,37.71,38,890,200.0,481,198,3.244,NEAR BAY,179800
626,-122.18,37.7,36,2639,533.0,1209,519,4.0268,NEAR BAY,205500
627,-122.18,37.7,35,2562,554.0,1398,525,3.3906,NEAR BAY,178900
628,-122.19,37.71,36,361,69.0,158,58,5.5461,NEAR BAY,262500
629,-122.17,37.72,42,3008,659.0,1817,664,3.371,NEAR BAY,165000
630,-122.17,37.72,46,1369,284.0,766,289,3.5313,NEAR BAY,159700
631,-122.17,37.72,5,1692,398.0,814,328,3.663,NEAR BAY,158300
632,-122.16,37.72,38,1007,245.0,618,239,2.875,NEAR BAY,144800
633,-122.17,37.72,43,3783,814.0,2139,789,4.0202,NEAR BAY,166300
634,-122.16,37.71,37,1507,242.0,632,253,4.5553,NEAR BAY,191000
635,-122.16,37.71,36,666,132.0,366,134,3.4643,NEAR BAY,175000
636,-122.16,37.72,10,2229,601.0,877,485,3.3431,NEAR BAY,137500
637,-122.15,37.73,28,2215,587.0,830,573,2.1898,NEAR BAY,141700
638,-122.15,37.72,31,1616,372.0,739,379,2.9097,NEAR BAY,210900
639,-122.15,37.72,47,1190,251.0,540,266,3.375,NEAR BAY,198300
640,-122.15,37.72,29,4169,1047.0,2024,962,2.8125,NEAR BAY,157400
641,-122.14,37.73,52,2024,320.0,823,334,5.0,NEAR BAY,264700
642,-122.14,37.73,38,1723,394.0,711,353,3.0673,NEAR BAY,218400
643,-122.14,37.73,43,2264,390.0,931,368,3.8125,NEAR BAY,235100
644,-122.13,37.73,33,1996,268.0,686,270,6.9096,NEAR BAY,341800
645,-122.13,37.72,26,2862,394.0,1030,397,7.912,NEAR BAY,367300
646,-122.13,37.72,35,2183,383.0,976,392,3.8393,NEAR BAY,243500
647,-122.12,37.71,35,1037,207.0,552,210,4.0,NEAR BAY,167900
648,-122.13,37.72,25,1134,153.0,340,171,6.5095,NEAR BAY,371200
649,-122.14,37.72,39,786,132.0,288,132,3.5156,NEAR BAY,218900
650,-122.14,37.72,45,1397,253.0,555,248,2.983,NEAR BAY,202700
651,-122.13,37.72,45,2315,451.0,1006,444,3.524,NEAR BAY,186200
652,-122.13,37.71,44,1613,339.0,776,346,3.1103,NEAR BAY,188900
653,-122.13,37.71,44,1421,298.0,609,270,3.5781,NEAR BAY,180000
654,-122.15,37.71,18,5778,1526.0,2441,1352,3.1682,NEAR BAY,202700
655,-122.14,37.71,27,3094,866.0,1364,789,2.6101,NEAR BAY,181700
656,-122.14,37.71,18,3905,1007.0,2197,1044,3.6932,NEAR BAY,166800
657,-122.13,37.7,43,3046,557.0,1333,544,3.4583,NEAR BAY,183700
658,-122.13,37.7,19,3516,710.0,1810,703,3.9032,NEAR BAY,218000
659,-122.15,37.71,36,998,178.0,531,183,4.0208,NEAR BAY,191500
660,-122.15,37.7,36,1464,244.0,672,261,3.5547,NEAR BAY,194700
661,-122.14,37.7,17,1463,292.0,695,330,4.5859,NEAR BAY,187200
662,-122.13,37.7,21,4124,1054.0,2162,998,2.6321,NEAR BAY,223100
663,-122.13,37.69,17,2380,769.0,1216,643,3.395,NEAR BAY,271300
664,-122.14,37.7,36,1266,228.0,606,239,3.9702,NEAR BAY,194100
665,-122.16,37.7,36,2239,391.0,1203,379,5.0043,NEAR BAY,190400
666,-122.14,37.69,38,1571,317.0,874,301,4.4659,NEAR BAY,189100
667,-122.15,37.69,38,1246,221.0,637,222,3.6625,NEAR BAY,184600
668,-122.15,37.69,36,1501,287.0,703,276,3.8864,NEAR BAY,197300
669,-122.15,37.7,36,1468,252.0,733,229,3.4583,NEAR BAY,192600
670,-122.16,37.69,36,1118,219.0,625,228,3.7813,NEAR BAY,192200
671,-122.16,37.7,36,1097,208.0,568,225,2.9917,NEAR BAY,194600
672,-122.16,37.7,36,1719,303.0,836,311,4.4375,NEAR BAY,193500
673,-122.17,37.7,24,1755,365.0,952,362,4.0,NEAR BAY,202600
674,-122.16,37.68,16,1687,348.0,568,352,2.3869,NEAR BAY,83300
675,-122.17,37.69,24,2262,391.0,1125,366,4.7609,NEAR BAY,212600
676,-122.18,37.68,5,2087,407.0,840,401,5.4858,NEAR BAY,187800
677,-122.16,37.69,36,1480,278.0,796,283,4.3971,NEAR BAY,205700
678,-122.15,37.69,36,1545,273.0,863,267,4.0109,NEAR BAY,192900
679,-122.15,37.68,35,2632,447.0,1349,486,4.3864,NEAR BAY,205200
680,-122.15,37.68,30,2261,443.0,929,383,4.2841,NEAR BAY,213400
681,-122.15,37.69,39,1670,308.0,957,335,5.1312,NEAR BAY,183600
682,-122.14,37.69,37,2141,535.0,1093,555,2.9958,NEAR BAY,178400
683,-122.14,37.68,27,3337,613.0,1489,607,3.6364,NEAR BAY,219200
684,-122.14,37.68,31,3184,716.0,1561,628,2.7955,NEAR BAY,183100
685,-122.1,37.69,44,2341,500.0,1256,485,2.9507,NEAR BAY,157100
686,-122.12,37.69,30,1197,269.0,695,279,3.4375,NEAR BAY,157800
687,-122.13,37.69,34,1131,278.0,560,237,2.875,NEAR BAY,161700
688,-122.12,37.71,38,1164,284.0,632,289,3.0345,NEAR BAY,152100
689,-122.12,37.7,41,3495,787.0,1849,750,2.679,NEAR BAY,144900
690,-122.12,37.7,17,2488,617.0,1287,538,2.9922,NEAR BAY,179900
691,-122.12,37.69,35,2681,508.0,1580,536,4.1042,NEAR BAY,179100
692,-122.12,37.7,19,2495,635.0,1571,579,2.5833,NEAR BAY,159900
693,-122.11,37.7,23,1689,461.0,828,443,2.1552,NEAR BAY,161400
